13,01.03.2020 20:37:13 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%a8%d9%84%d9%88%da%86%d8%b3%d8%aa%d8%a7%d9%86-%da%a9%d8%a7-%d8%af%d8%b1%db%81%d9%85-%d8%a8%d8%b1%db%81%d9%85-%d8%aa%d8%b9%d9%84%db%8c%d9%85%db%8c-%d9%86%d8%b8%d8%a7%d9%85-%d8%b3%d9%85%db%8c%d8%b1/
14,01.03.2020 20:41:57 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d9%be%d9%86%d8%ac%da%af%d9%88%d8%b1-%d9%85%db%8c%da%ba-%d9%81%d9%88%d8%b1%d8%b3%d8%b2-%d9%be%d8%b1-%d8%ad%d9%85%d9%84%db%92-%da%a9%db%8c-%d8%b0%d9%85%db%81-%d8%af%d8%a7%d8%b1%db%8c-%d9%82%d8%a8-8/
15,01.03.2020 22:14:49 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%88%db%8c%d8%b1%db%81-%d9%85%d8%b1%d8%a7%d8%af-%d8%ac%d9%85%d8%a7%d9%84%db%8c-%d8%b3%db%8c-%d9%be%db%8c%da%a9-%d8%b1%d9%88%d9%b9-%d9%be%d8%b1-%d9%be%d9%84-%da%a9%d9%88-%d8%af%da%be%d9%85%d8%a7/
16,01.03.2020 22:38:57 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%ae%d8%b7%db%92-%da%a9%db%92-%db%81%d8%b1-%d8%b7%d8%b1%d8%ad-%da%a9%db%92-%d8%ad%d8%a7%d9%84%d8%a7%d8%aa-%d9%85%db%8c%da%ba-%d8%a8%d9%84%d9%88%da%86-%d8%a7%d9%be%d9%86%db%8c-%d8%ac%d9%86%da%af/
17,01.03.2020 23:16:57 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d9%85%d8%b3%d8%aa%d9%88%d9%86%da%af-%d9%b9%d8%b1%db%8c%d9%81%da%a9-%d8%ad%d8%a7%d8%af%d8%ab%db%92-%d9%85%db%8c%da%ba-6-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%d8%ac%d8%a7%d9%86%d8%a8%d8%ad%d9%82%d8%8c-15/
18,02.03.2020 09:08:26 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%a7%db%8c%d8%b1%d8%a7%d9%86-%d9%86%db%92-%d8%b7%d8%a7%d9%84%d8%a8%d8%a7%d9%86-%d8%a7%d9%85%d8%b1%db%8c%da%a9%db%81-%d8%a7%d9%85%d9%86-%d9%85%d8%b9%d8%a7%db%81%d8%af%db%92-%da%a9%d9%88-%d9%85%d8%b3/
19,02.03.2020 09:14:35 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.net/2020/03/baloch-will-continue-their-struggle-despite-regional-power-changes-basheer-zeb-baloch/
20,02.03.2020 09:46:15 UTC+05:00,The Balochistan Post,,,ترکی کا ڈرون حملہ،  19 شامی فوجی ہلاک -\n\nدی بلوچستان پوسٹ \n http://thebalochistanpost.com/2020/03/%d8%aa%d8%b1%da%a9%db%8c-%da%a9%d8%a7-%da%88%d8%b1%d9%88%d9%86-%d8%ad%d9%85%d9%84%db%81%d8%8c-19-%d8%b4%d8%a7%d9%85%db%8c-%d9%81%d9%88%d8%ac%db%8c-%db%81%d9%84%d8%a7%da%a9/
21,02.03.2020 10:19:29 UTC+05:00,The Balochistan Post,,,کلاسیکو: ریئل میڈرڈ نے بارسلونا کو شکست دے دیا -\n\nدی بلوچستان پوسٹ \n http://thebalochistanpost.com/2020/03/%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9%d9%88-%d8%b1%db%8c%d8%a6%d9%84-%d9%85%db%8c%da%88%d8%b1%da%88-%d9%86%db%92-%d8%a8%d8%a7%d8%b1%d8%b3%d9%84%d9%88%d9%86%d8%a7-%da%a9%d9%88-%d8%b4%da%a9%d8%b3%d8%aa/
22,02.03.2020 10:40:34 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%86%d8%a7%d8%ba%db%8c-%d9%85%d8%b3%d9%84%d8%ad-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%da%a9%db%8c-%d9%81%d8%a7%d8%a6%d8%b1%d9%86%da%af-%d8%b3%db%92-%d8%af%d9%88-%d9%84%db%8c%d9%88%db%8c%d8%b2-%d8%a7/
23,02.03.2020 13:25:00 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%a8%d9%86%d8%af%db%8c%da%ba-%da%a9%d9%88%d9%b9%db%8c-%d8%a1%d9%90-%d8%ac%d9%90%d9%86%da%a9-%da%86%d9%90%d9%84-%d8%a1%d9%8f-%d8%b3%d9%8e%db%8c%d9%85%db%8c-%d8%a8%da%be%d8%b1-%d8%a7%da%a9%db%8c/
24,02.03.2020 15:10:43 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%a9%d9%88%d8%a6%d9%b9%db%81-%d9%be%d8%b1%db%8c%d8%b3-%da%a9%d9%84%d8%a8-%da%a9%db%92-%d8%b3%d8%a7%d9%85%d9%86%db%92-%d9%84%d8%a7%d9%be%d8%aa%db%81-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%da%a9%db%92-5/
25,02.03.2020 16:42:53 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%a8%d9%84%d9%88%da%86%d8%b3%d8%aa%d8%a7%d9%86-%d8%a7%d9%88%d8%b1-%d8%a8%d8%b1%d8%b7%d8%a7%d9%86%d9%88%db%8c-%d9%85%d9%88%d9%94%d8%b1%d8%ae%db%8c%d9%86-%d9%82%d8%b3%d8%b7-19-%d8%a8%d8%b1/
26,02.03.2020 17:34:10 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%ac%da%be%d8%a7%d8%a4-%d8%a7%d9%88%d8%b1-%d9%85%d9%86%d8%af-%d9%85%db%8c%da%ba-%d9%81%d9%88%d8%b1%d8%b3%d8%b2-%da%a9%db%8c-%d8%a7%d9%93%d9%be%d8%b1%db%8c%d8%b4%d9%86%d8%8c-%da%a9%d8%a6%db%8c-%d8%a7/
27,02.03.2020 18:11:48 UTC+05:00,The Balochistan Post,,,بلوچ ثقافت کا متنازعہ دن – ٹی بی پی اداریہ\n\nہر سال 2 مارچ کو بلوچ ثقافت کا دن منایا جاتا ہے۔ لیکن یہ دن مختلف تنازعات کے زد میں آچکی ہے۔ اس دن کی شروعات 2010 میں پہلی بار اس وقت ہوئی، جب بلوچ آزادی پسند قوم پرستوں نے اعلان کیا کہ وہ 2 مارچ کے دن ثقافتی سرگرمیوں کا انعقاد کریں گے تاکہ منفرد بلوچ ثقافت کے تمام پہلوؤں کو اجاگر اور مضبوط کیا جاسکے۔ بادی النظر، بلوچ قوم پرستوں کی جانب سے اس دن کو منانے کا بنیادی مقصد، ریاست پاکستان اور بلوچ قوم کے بیچ اس فرق کا اظہار تھا کہ بلوچ تاریخی طور پر ایک جداگانہ وجود رکھنے والی ایک قوم رہی ہے۔\n\nتاہم، انہی آزادی پسند بلوچ قوم پرستوں نے تحفظ کے خدشات کے بنا پر اس دن کو منانا تب بند کردیا، جب پہلے ہی سال کے سرگرمیوں میں بلوچ اسٹوڈنس آرگنائزیشن آزاد کے کارکنوں کو بلوچستان یونیورسٹی آف انجنیئرنگ اینڈ ٹیکنالوجی خضدار میں کلچر ڈے کے سرگرمیوں کے دوران دستی بموں سے نشانہ بنایا گیا۔ اس حملے میں بی ایس او آزاد کے دو کارکن سکندر بلوچ اور جنید بلوچ جانبحق ہوگئے اور مزید 18 طلباء و اساتذہ شدید زخمی ہوگئے۔\n\nبلوچ طلبہ تنظیم اور دوسرے بلوچ آزادی پسند قوم پرست جماعتوں نے یہ الزام عائد کیا کہ ان حملوں کے پیچھے، پاکستانی فوج اور خفیہ اداروں کی سرپرستی میں چلنے والی ملیشیاء ہے۔ کیونکہ سنہ 2000 میں جس بلوچ تحریک آزادی کا آغاز ہوا تھا، اس میں ایک شدید ابھار بھڑتا جارہا تھا، اور اس طرح کے ثقافتی سرگرمیوں کو قوم پرستی کے جذبات سے نتھی کیا جاچکا تھا، جو آزادی کے جذبات میں مزید اضافے کا باعث بن سکتے تھے۔ اسی لیئے پاکستانی فوج ایسے سرگرمیوں کو کچلنا چاہتا تھا۔\n\nحالیہ دور میں، پاکستانی فوج کے پالیسیوں میں ایک بہت بڑی تبدیلی دیکھی جاسکتی ہے کہ وہی آرمی جس پر الزام تھا کہ وہ مبینہ طور پر کلچر ڈے پر حملے کروا کر اسے کاؤنڑ کررہا ہے، بلوچ آزادی پسندوں کو روکنے کے بعد، اب وہی آرمی بخوشی بلوچستان بھر میں اسی 2 مارچ کے دن پروگراموں کا انعقاد کررہا ہے۔\n\nکوئی بھی اب آسانی کے ساتھ فرنٹیئر کور اور آرمی کے اہلکاروں کو ثقافتی سرگرمیوں میں متحرک دیکھ سکتا ہے اور زیادہ تر یہ سرگرمیاں آرمی کے چھاونیوں اور ایف سی کے کیمپوں میں منعقد ہوتے ہیں۔ بہت سے تجزیہ نگاروں کے مطابق فوج نے ہمدردی کے بجائے ایک حکمت عملی کے تحت بلوچ ثقافتی دن کا کنٹرول حاصل کیا ہے، اور اسکے ذریعے وہ بلوچستان کے ابتر حالات سے توجہ ہٹا کر، ایک ایسی تصویر پیش کرنا چاہتا ہے کہ جہاں بلوچ خوش ہیں اور روایتی بلوچ اور فوج شانہ بشانہ ہیں۔\n\nیہ خیال بھی پایا جاتا ہے کہ فوج کے اس بدلتے پالیسی کی وجہ یہ بھی ہے کہ اس طرح پاکستانی فوج بلوچستان میں اپنا ایک منظورِ نظر ثقافت نافذ دیکھنا چاہتی ہے۔ وہ بلوچ ثقافت، جس کا خاصہ مزاحمت رہی ہے، اب اسے حکمت عملی کے تحت غیر مسلح کرکے محض ایک فیشن شو میں تبدیل کیا جارہا ہے۔\n\nتاہم بلوچ سیاسی و سماجی و طلباء کارکن اس بات پر متفق نظر آتے ہیں کہ فوج کو اس بات کی اجازت نہیں دینی چاہیئے کہ وہ بلوچ ثقافت کو ہائی جیک کرنے کی کوشش کرے، اور اس بات کیلئے جدوجہد ہونی چاہیئے کہ حقیقی بلوچ ثقافت کو روشناس کیا جائے جو مزاحمت، ہم آہنگی، لٹریچر اور محبت ہے۔\n\nhttp://thebalochistanpost.com/2020/03/%d8%a8%d9%84%d9%88%da%86-%d8%ab%d9%82%d8%a7%d9%81%d8%aa-%da%a9%d8%a7-%d9%85%d8%aa%d9%86%d8%a7%d8%b2%d8%b9%db%81-%d8%af%d9%86-%d9%b9%db%8c-%d8%a8%db%8c-%d9%be%db%8c-%d8%a7%d8%af%d8%a7%d8%b1%db%8c/
28,02.03.2020 18:28:36 UTC+05:00,The Balochistan Post,,,"The controversial Culture Day – TBP Editorials\n\nBaloch culture day is celebrated every year on the 2nd day of March since 2010 after Baloch pro-independence nationalists declared that the day will be observed for cultural activities to revive and strengthen the Baloch culture in its all forms. The main aim of it was to manifest the distinction between Baloch as a historically existing nation and Pakistan.\n\nHowever, the same Baloch nationalists stopped celebrating the day due to security concerns after the members of Baloch Students Organisation (Azad) were targeted with hand grenades during the first-ever cultural day event at Balochistan University of Engineering and Technology Khuzdar in 2010, where two students named Sikandar Baloch and Junaid Baloch lost their lives and another 18 including students and teachers sustained injuries.\n\nThe student organization and the then nationalist political parties accused that the state-sponsored militias were behind the attack as during the early 2000s Baloch insurgency had risen and cultural programs were deemed to be events that could strengthen nationalist sentiments, thus, Pakistan’s military establishment tried to counter them.\n\nIn recent times, a paradigm shift has been observed by Pakistan military’s policies as the same army which was accused to counter the cultural programs and the complete idea of a Baloch Culture Day is now seemed to be the driving force behind holding culture day events throughout Balochistan on the same day March 2nd.\n\nOne can easily spot Frontier Corps and Army personnel’s presence at cultural events and most of the time holding the events inside cantonments. Many Baloch analysts think the Military has deliberately taken control over this day and use the programs as a way to propagate a soft image of suffering Balochistan.\n\nAnother prominent idea behind the military’s policy shift is considered that this way military can dictate its own version of Baloch culture day, the same culture which was almost famous for being a culture of resistance is now being unarmed and being limited to ethnic dress’s fashion show.\n\nBaloch student activists somehow agree upon the fact that it is not wise to allow the establishment to hijack their culture day but they should strive to take it back and introduce the real culture, which is the culture of resistance, literature, love, and harmony.\n\nhttp://thebalochistanpost.net/2020/03/the-controversial-culture-day-tbp-editorials/"
29,02.03.2020 18:52:27 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%a9%d9%84%da%86%d8%b1-%da%88%db%92-%d9%86%db%81%db%8c%da%ba%d8%8c-%d9%84%d8%a7%d9%be%d8%aa%db%81-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%da%86%d8%a7%db%81%db%8c%d8%a6%db%92-%d9%85%d8%a7%db%81-%d8%b2/
30,02.03.2020 19:25:27 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%DA%A9%D9%84%DA%86%D8%B1-%DA%88%DB%92-%DA%A9%DB%8C-%D8%AD%D9%82%DB%8C%D9%82%D8%AA-%D8%B4%D8%A6%DB%92-%D8%B1%D8%AD%D9%85%D8%AA-%D8%A8%D9%84%D9%88%DA%86/
31,02.03.2020 19:43:26 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.net/2020/03/haseeba-qambrani-baloch-sisters-plea-for-missing-brother/
32,02.03.2020 19:49:45 UTC+05:00,The Balochistan Post,,,Haseeba Qambrani’s plea for the release of her missing brother Hassan and cousin Hizbullah.\n\nhttps://www.youtube.com/watch?v=XR9osbRpE84
33,02.03.2020 19:52:57 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%a9%d9%84%da%86%d8%b1-%da%a9%db%92-%d9%86%d8%a7%d9%85-%d9%be%d8%b1-%db%81%d9%85%d8%a7%d8%b1%db%8c-%d8%aa%db%81%d8%b0%db%8c%d8%a8-%d9%88-%d8%ab%d9%82%d8%a7%d9%81%d8%aa-%da%a9%d8%a7-%d8%a7%d8%b3/
34,02.03.2020 20:02:11 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%ad%d8%b3%db%8c%d8%a8%db%81-%d9%82%d9%85%d8%a8%d8%b1%d8%a7%d9%86%db%8c-%d8%a8%d9%84%d9%88%da%86-%d8%a8%db%81%d9%86-%da%a9%db%8c-%d8%a7%d9%be%d9%86%db%92-%d9%84%d8%a7%d9%be%d8%aa%db%81-%d8%a8%da%be/
35,02.03.2020 20:47:25 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%db%8c%da%a9-%d9%86%db%8c%d9%85%da%af%db%92-%d8%a1%d9%8e-%d8%a8%d9%84%d9%88%da%86-%d8%b4%d8%a7%d8%aa%da%a9%d8%a7%d9%85%db%8c-%da%a9%d9%86%da%af-%d8%a1%d9%8e-%d8%a7%d9%8e%d8%aa-%d8%a1%d9%8f-%d8%af/
36,02.03.2020 21:20:54 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%a9%db%8c%da%86-%d9%85%d8%b3%d9%84%d8%ad-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%da%a9%db%8c-%d9%81%d8%a7%d8%a6%d8%b1%d9%86%da%af-%d8%b3%db%92-%d8%a7%db%8c%da%a9-%d8%b4%d8%ae%d8%b5-%db%81%d9%84%d8%a7/
37,02.03.2020 22:01:48 UTC+05:00,The Balochistan Post,,,افغانستان : فٹبال میدان میں دھماکہ، تین افراد جانبحق،  متعدد زخمی -\n\nدی بلوچستان پوسٹ \n\n http://thebalochistanpost.com/2020/03/%d8%a7%d9%81%d8%ba%d8%a7%d9%86%d8%b3%d8%aa%d8%a7%d9%86-%d9%81%d9%b9%d8%a8%d8%a7%d9%84-%d9%85%db%8c%d8%af%d8%a7%d9%86-%d9%85%db%8c%da%ba-%d8%af%da%be%d9%85%d8%a7%da%a9%db%81%d8%8c-%d8%aa%db%8c%d9%86/
38,02.03.2020 22:11:47 UTC+05:00,The Balochistan Post,,,دو مارچ ءُ بلوچ دود ءُ ربیدگ\n\nنبشتہ کار : اے ایس گُل بلوچ\n\nدی بلوچستان پوسٹ\n\nمن دو مارچ ” بلوچ کلچر ڈے” بلوچ دود ءُ ربیدگ ءِ بابت ءٙ گشگ لوٹ آں کہ مروچی بلوچ ءِ دود ءُ ربیدگ ءِ روچ دارگ بوگ ءٙ انت ۔\nمئے بلوچی دود ءُ ربیدگ ھمے رنگ انت کہ مروچی دارگ بوگ ءٙ انت؟ ،مئے ” کلچر ” مئے دود ءُ ربیدگ مارا ھچبر اے چیز ءِ موکل ءٙ نہ دنت کہ ما وتی دود ءُ ربیدگ ءٙ اے وڑ ءَ لگتمال بہ کن ایں۔\nمئے دود ءُ ربیدگ مارا گوش اِیت کہ وتی سریگاں دور بہ دے اِت، بلے انگت ما تلوانی سر ءَ ناچ بہ کن ایں ؟\n\n http://thebalochistanpost.com/2020/03/%d8%af%d9%88-%d9%85%d8%a7%d8%b1%da%86-%d8%a1%d9%8f-%d8%a8%d9%84%d9%88%da%86-%d8%af%d9%88%d8%af-%d8%a1%d9%8f-%d8%b1%d8%a8%db%8c%d8%af%da%af-%d8%a7%db%92-%d8%a7%db%8c%d8%b3-%da%af%d9%8f%d9%84-%d8%a8/
39,02.03.2020 22:54:36 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%b3%d8%b1%d9%86%da%88%d8%b1-%da%a9%d8%b1%d8%af%db%81-%d8%aa%d9%88%d9%81%db%8c%d9%82-%da%a9%d9%88-%db%81%d9%84%d8%a7%da%a9-%da%a9%d8%b1%d9%86%db%92-%da%a9%db%8c-%d8%b0%d9%85%db%81-%d8%af%d8%a7%d8%b1/
40,02.03.2020 23:01:59 UTC+05:00,The Balochistan Post,,,"Baloch National Movement held a side event in UN Geneva titled CPEC: The Exploitative Project's Human Cost on 2nd March 2020. The event was chaired by Hakeem Wadhela, BNM UK Zone's president.\n\nhttp://thebalochistanpost.net/2020/03/baloch-national-movementss-side-event-on-cpec-in-un-geneva/"
41,02.03.2020 23:04:54 UTC+05:00,The Balochistan Post,,,"Baloch National Movement held a side event in UN Geneva titled CPEC: The Exploitative Project's Human Cost on 2nd March 2020. The event was chaired by Hakeem Wadhela, BNM UK Zone's president.\n\nhttps://www.youtube.com/watch?v=sdwns1XeAbA"
42,02.03.2020 23:52:40 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%a8%d9%84%d9%88%da%86%db%8c-%d9%81%db%8c%da%86%d8%b1-%d9%81%d9%84%d9%85-%d8%af%d9%88%d8%af%d8%a7-%da%a9%d8%a7-%d9%b9%d8%b1%db%8c%d9%84%d8%b1-%d8%ac%d8%a7%d8%b1/
43,03.03.2020 12:08:15 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%86%d8%a7%d8%ba%db%8c-%da%a9%db%8c%d9%86%d8%b3%d8%b1-%d9%86%db%92-%d8%a7%db%8c%da%a9-%d8%a7%d9%88%d8%b1-%d8%ac%d8%a7%d9%86-%d9%84%db%92-%d9%84%db%8c/
44,03.03.2020 12:12:35 UTC+05:00,The Balochistan Post,,,[Video file]
45,03.03.2020 12:21:40 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%a9%db%8c%da%86-%d9%85%d8%b3%d9%84%d8%ad-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%d8%a7%d9%88%d8
46,03.03.2020 13:11:16 UTC+05:00,The Balochistan Post,,,افغانستان: جنوبی صوبوں میں طالبان کا درجنوں چیک پوسٹوں پر حملہ -\n\nدی بلوچستان پوسٹ \n http://thebalochistanpost.com/2020/03/%d8%a7%d9%81%d8%ba%d8%a7%d9%86%d8%b3%d8%aa%d8%a7%d9%86-%d8%ac%d9%86%d9%88%d8%a8%db%8c-%d8%b5%d9%88%d8%a8%d9%88%da%ba-%d9%85%db%8c%da%ba-%d8%b7%d8%a7%d9%84%d8%a8%d8%a7%d9%86-%da%a9%d8%a7-%d8%af%d8%b1/
47,03.03.2020 13:31:14 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d9%be%d8%b3%d9%86%db%8c-%d9%84%d8%a7%d9%be%d8%aa%db%81-%d9%86%d9%88%d8%ac%d9%88%d8%a7%d9%86-%d8%af%d9%88-%d8%b3%d8%a7%d9%84-%d8%a8%d8%b9%d8%af-%d8%a8%d8%a7%d8%b2%db%8c%d8%a7%d8%a8/
48,03.03.2020 15:46:16 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%da%a9%d9%88%d8%a6%d9%b9%db%81-%d9%84%d8%a7%d9%be%d8%aa%db%81-%d8%a7%d9%81%d8%b1%d8%a7%d8%af-%da%a9%db%92-%d9%84%db%8c%db%92-%d8%a7%d8%ad%d8%aa%d8%ac%d8%a7%d8%ac-%d8%ac%d8%a7%d8%b1%db%8c-5/
49,03.03.2020 16:12:48 UTC+05:00,The Balochistan Post,,,http://thebalochistanpost.com/2020/03/%d8%a7%d8%b3-%d8%ad%d9%82-%d9%85%db%8c%da%ba-%d9%86%db%81%db%8c%da%ba-%da%a9%db%81-%d8%a8%d9%84%d9%88%da%86-%d8%a7%d9%93%d9%be%d8%b3-%d9%85%db%8c%da%ba-%d8%af%d8%b3%d8%aa-%d9%88-%da%af%d8%b1%db%8c/
50,03.03.2020 16:30:03 UTC+05:00,The Balochistan Post,,,[Video file]
