51,24.05.2020 10:55:37,Elitepredators,,,[Photo]
52,24.05.2020 11:26:27,Elitepredators,,,[Photo]
53,24.05.2020 11:26:27,Elitepredators,,,[Photo]
55,24.05.2020 18:35:13,Elitepredators,,,The chinese have started their propaganda warfare. Be very careful and do not believe everything you read on internet.
56,24.05.2020 23:12:10,Elitepredators,,,https://t.me/sabrufoxtrot  - check him out
57,25.05.2020 16:24:13,Elitepredators,,,"Killed 2 Terrorist in shopian, 1 A category 1 paki"
58,25.05.2020 20:03:26,Elitepredators,,,[Photo]
59,26.05.2020 01:00:34,Elitepredators,,,"We aren't taking any chances with china, I want to let you assure that Indian army will not entertain any misadventure."
60,26.05.2020 20:22:27,Elitepredators,,,12 more projects are our connectivity will increase 2x on LAC. Bro has completed 61 out of 73 projects.
61,26.05.2020 20:32:32,Elitepredators,,,"BRO continues its Strategic road construction even during amid lockdown and says will continue even after China's objections,recently BRO has completed strategic road at Lepulekh and Doklam.BRO had already completed 4,643 km of road construction along LAC."
62,26.05.2020 20:38:15,Elitepredators,,,*Target
63,26.05.2020 20:38:52,Elitepredators,,,[Photo]
64,26.05.2020 21:02:58,Elitepredators,,,[Photo]
65,27.05.2020 13:34:43,Elitepredators,,,[Photo]
66,27.05.2020 13:34:43,Elitepredators,,,[Photo]
67,27.05.2020 13:34:43,Elitepredators,,,[Photo]
68,27.05.2020 16:36:09,Elitepredators,,,"Deescalation on LAC begun. Troops backing up. India again proved, ye naya Hindustan hai 🔥 but now Pakistanis will face the wrath of northern command after their role is being suspected."
69,27.05.2020 20:10:35,Elitepredators,,,Huge protest against Oli in Nepal
70,27.05.2020 22:52:31,Elitepredators,,,"Afghan army pounded pakistan with mortars, casualties reported."
71,29.05.2020 07:17:49,Elitepredators,,,[Photo]
72,30.05.2020 07:55:46,Elitepredators,,,[Photo]
73,31.05.2020 09:50:14,Elitepredators,,,[Video file]
74,31.05.2020 22:46:44,Elitepredators,,,[Video file]
75,03.06.2020 04:23:56,Elitepredators,,,[Photo]
76,03.06.2020 04:23:56,Elitepredators,,,[Photo]
77,03.06.2020 04:27:56,Elitepredators,,,[Photo]
78,03.06.2020 04:28:12,Elitepredators,,,Killed in Tral both JEM
79,03.06.2020 22:18:40,Elitepredators,,,Today's encounter prize
80,03.06.2020 22:18:40,Elitepredators,Sabru Foxtrot,,[Photo]
81,03.06.2020 22:19:17,Elitepredators,Sabru Foxtrot,,[Photo]
82,03.06.2020 22:19:17,Elitepredators,Sabru Foxtrot,,[Photo]
83,07.06.2020 22:04:56,Elitepredators,,,A Delhi Police cop who was involved in riots investigation has been found dead under mysterious circumstance.
84,07.06.2020 22:05:27,Elitepredators,,,"#BREAKING : MEA officially briefed to Russia, USA, Australia, Japan, South Korea & Israel, Vietnam about ongoing tension between India and China along the LAC in Laddakh.\n\n#IndiaChinaStandoff"
85,08.06.2020 13:59:17,Elitepredators,,,"2 weeks, 22 kills by army in 9 different ops. That's Indian Army for you !!"
86,10.06.2020 09:44:38,Elitepredators,,,BREAKING- 3 #terrorists killed in early Morning encounter today in Sugoo Hendhama Village of #Shopian. It started when hiding pigs of BULBUL MUJAHIDEEN opened fire on party of @adgpi @JmuKmrPolice & @crpfindia. See thread for updates. #Kashmir #IndianArmy #Happyhunting #Terrorism
87,10.06.2020 20:43:55,Elitepredators,,,14 killed in last 3 days
88,10.06.2020 20:44:27,Elitepredators,,,Indian Army is on to something. This kind of ops are surely a sign that an intel jackpot is discovered
89,11.06.2020 20:56:36,Elitepredators,,,[Photo]
90,11.06.2020 20:56:36,Elitepredators,,,[Photo]
91,11.06.2020 20:56:37,Elitepredators,,,[Photo]
92,11.06.2020 20:56:37,Elitepredators,,,[Photo]
93,11.06.2020 22:49:15,Elitepredators,,,"Big Breaking: India has, on emergency basis ordered 10,000 Excalibur Arty guided shells alongwith 100 M777s. MANPADs also ordered on urgent basis."
94,12.06.2020 23:59:09,Elitepredators,,,One person died while 10 others were injured in an explosion in Rawalpindi's Saddar area on Friday. Police said that three children and an elderly man were among the injured.\n\nProperties around the site of the explosion have also been badly damaged.\n\nSSP Operations Police has reached the area along with a heavy contingent of police. Rescue activities are underway.
95,14.06.2020 18:20:11,Elitepredators,Sabru Foxtrot,,Sepoy Lungambui Abonmei  attained Veergati in Poonch last night in Pak CFV.
96,14.06.2020 18:20:11,Elitepredators,Sabru Foxtrot,,[Photo]
97,14.06.2020 18:20:11,Elitepredators,Sabru Foxtrot,,"PLA does not moved back from their positions in LAC, Numbers of Troops and Tents increasing day by day in Occupied Eastern Ladakh."
98,15.06.2020 11:45:18,Elitepredators,,,2 Indian diplomats gone missing from Indian Embassy of pakistan
99,15.06.2020 13:23:02,Elitepredators,,98,Correction : 2 CISF drivers
100,15.06.2020 14:02:06,Elitepredators,,,"Imp update: The first train carrying 1600 workers from Jharkhand to work on Border Roads Organisation (BRO) projects in Ladakh (roads, bridges, culverts) along the China frontier have reached Udhampur this morning and are now on their way in a huge convoy to Leh and beyond."
101,15.06.2020 14:03:41,Elitepredators,,,"The BRO workers often neglected in the past, are no longer ignored. They get all facilities in high altitude areas--snow clothing, proper shelters, transportation to and from the temorary residences, ration at some places and evacuation by air to Chandigarh for medical emergency"
102,15.06.2020 14:04:07,Elitepredators,,,"As detailed earlier, overall BRO Budget between 2009 to 2014-15 generally remained stagnant at around Rs 4000 Cr. It has increased in last couple of years.: ₹ 5400 Cr in 2018; ₹8000 Cr in 2019-20; it is likely to cross ₹10000 Cr in 2020-21."
103,15.06.2020 14:04:15,Elitepredators,,,"BRO is constructing 61 India-China Border Roads (ICBRs) with total length of 3346 Km (across the Himalayan frontier). Out of these, 75% road length is black top and over 99% is trafficable. Only 40 Km is yet to be connected."
104,15.06.2020 14:04:38,Elitepredators,,,"So if you hear of increasing standoffs happening around the China border, it is because India's infrastructure work in border areas has picked up pace in recent years."
105,16.06.2020 08:25:29,Elitepredators,,,[Photo]
106,16.06.2020 14:03:31,Elitepredators,,,"Chinese called for flag meet, army responded heavily. Mood in army doesn't look peaceful"
107,17.06.2020 00:30:23,Elitepredators,,,Baloch attacked pakistani army vehicle
108,17.06.2020 00:30:31,Elitepredators,,,Casualties happened
109,17.06.2020 00:48:08,Elitepredators,,,"As reported, PM is watching the situation minute by minute. Let's see what they can do"
110,17.06.2020 10:50:32,Elitepredators,,,#Breaking: Indian Army has given emergency power to deal with complete freedom against any Chinese aggression at LAC. Decision taken after important meeting of CCS.\n\n#IndiaChinaFaceOff
111,17.06.2020 13:18:23,Elitepredators,,,[Photo]
112,17.06.2020 15:04:27,Elitepredators,,,All the experienced veterans including retired SF officers and air force officers have expressed their will to volunteer if required !
113,17.06.2020 18:55:07,Elitepredators,,,"All communication lines has been cut in Ladaku (UT), Indian Army doesn't want anything to be on any information sharing platform. The preparedness is on full swing !!"
114,17.06.2020 18:55:36,Elitepredators,,,Reports are suggesting that villages near LOC are getting evacuated !!
115,18.06.2020 23:19:18,Elitepredators,,,"IAF walo ka mood thik nahi hai, sidha brahmos fit kar rahe hai fighters pe.."
116,18.06.2020 23:37:29,Elitepredators,,,Russians supported India against China
117,19.06.2020 15:24:31,Elitepredators,,,"This is huge - KASHMIR UPDATE- In last two encounters total eight #terrorists were killed. They were from different Tanzims BULBUL MUJAHIDEEN, FATKAR-E-TOIBA & WASTE-E-MUHAMMAD. Two were Senior commanders of ""A+/A"" Category, Two were 'B' Category and Four were 'C' category Terrorists. #Kashmir"
118,19.06.2020 15:29:25,Elitepredators,,,Many dead in blast in Karachi
119,20.06.2020 16:43:44,Elitepredators,,,[Photo]
120,20.06.2020 16:43:53,Elitepredators,,,Chinese Communist party gone rogue according to US sources
121,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
122,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
123,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
124,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
125,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
126,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
127,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
128,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
129,20.06.2020 16:46:22,Elitepredators,Sabru Foxtrot,,[Photo]
130,20.06.2020 16:46:23,Elitepredators,Sabru Foxtrot,,[Photo]
131,20.06.2020 22:04:17,Elitepredators,,,India gives permission to use firearms on LAC
132,20.06.2020 22:12:25,Elitepredators,Sabru Foxtrot,,[Photo]
133,21.06.2020 23:11:07,Elitepredators,,,Delhi police has been put on high alert after receiving information of a terrorist attack targetting the national capital in India.
134,22.06.2020 11:14:37,Elitepredators,,,Mrs Babu has been appointed as Deputy Collector. GOI and other States should follow the initiative  of CM Telengana. What a quick way to assuage the pains of loss of Col Babu. \nLet's Salute The CM of Telengana .This is great Moral Boosting Noble Gesture for Def Forces. \n\nJai Hind
135,22.06.2020 12:26:16,Elitepredators,,,[Photo]
136,22.06.2020 12:26:16,Elitepredators,,,[Photo]
137,22.06.2020 12:26:16,Elitepredators,,,[Photo]
138,22.06.2020 12:26:16,Elitepredators,,,[Photo]
139,22.06.2020 12:26:16,Elitepredators,,,[Photo]
140,22.06.2020 12:26:16,Elitepredators,,,[Photo]
141,22.06.2020 12:26:16,Elitepredators,,,[Photo]
142,22.06.2020 12:26:16,Elitepredators,,,[Photo]
143,22.06.2020 15:06:45,Elitepredators,,,[Photo]
144,22.06.2020 20:14:19,Elitepredators,,,SF deployed against China
145,22.06.2020 20:15:19,Elitepredators,,,Many personnel in Pak Army Sindh regiment has applied for leaves as Indian Army starts striking Pak positions in PoK.
146,22.06.2020 20:15:38,Elitepredators,,,Indian Army has killed 36 Pak army personnel in LOC firing
147,23.06.2020 07:14:32,Elitepredators,,,[Photo]
148,23.06.2020 07:14:32,Elitepredators,,,[Photo]
149,23.06.2020 17:01:33,Elitepredators,Sabru Foxtrot,,[Video file]
150,23.06.2020 17:06:54,Elitepredators,,,India to formally remove 50% staff in Pakistan High Commission in New Delhi
151,23.06.2020 17:08:33,Elitepredators,,,We will take out our people from Pakistan too.
152,25.06.2020 09:20:56,Elitepredators,,,"BREAKING - In an early Morning encounter today, @adgpi @JmuKmrPolice & @crpfindia killed two #Pakistan sponsored #terrorists at Hardshiva village of #Sopore. Identity not yet known. SEE THREAD FOR UPDATES. Search operation on. #Kashmir #IndianArmy #Happyhunting #jihadnahijahalat"
153,25.06.2020 12:34:51,Elitepredators,,,[Photo]
154,29.06.2020 11:37:54,Elitepredators,,,[Photo]
155,29.06.2020 11:38:44,Elitepredators,,,"What you did in Kashmir, we will do it in your whole country 😈"
156,29.06.2020 11:39:44,Elitepredators,,,[Video file]
157,29.06.2020 11:39:44,Elitepredators,,,[Video file]
158,29.06.2020 12:23:05,Elitepredators,,,[Video file]
159,29.06.2020 12:28:02,Elitepredators,,,[Anonymous poll - What do you think do they have fuel for another sortie?]
160,30.06.2020 03:54:42,Elitepredators,,,"Jamshoro Power Plant got 🔥 lit up\n\nTotal blackout in the following areas: \n\nHyderabad, Badin, Sanghar, Sujawal, Thatta, Mirpur Khas, UmerKot, Tharkaper, Jamshoro.\nVideos 👇"
161,30.06.2020 03:55:49,Elitepredators,,,[Video file]
162,30.06.2020 03:56:11,Elitepredators,,,[Video file]
163,30.06.2020 08:49:16,Elitepredators,,,Forces going out and liting up all the threats of the nation. 🔥\n\n-2 downed by forces in Anantnag.\nOne of them was Zahid das of ISJK the one who murdered 4 year old boy and a CRPF jawan few days back.
164,30.06.2020 11:41:48,Elitepredators,,163,Correction*\n2 terrorists identified as Yawar Ahmed Bhat and Arshid ahmad. Both belongs to JeM
165,01.07.2020 11:12:41,Elitepredators,,,[Video file]
166,02.07.2020 08:34:21,Elitepredators,,,China blocked Indian news websites
167,05.07.2020 01:07:59,Elitepredators,,,[Photo]
168,07.07.2020 19:12:29,Elitepredators,,,[Photo]
169,09.07.2020 11:24:55,Elitepredators,,,[Video file]
170,11.07.2020 15:17:31,Elitepredators,,,[Photo]
171,16.07.2020 22:56:14,Elitepredators,,,"- Indian army lost 2 Colonels/COs, 2 JCOs, 1 Major and an entire Special Forces (Para-4) team - Indian paramilitaries/ J&K Police lost, 1 Assistant Commandant, 3 SIs, 1 ASI - Militants lost 18 commanders, Hizb-ul-mujahideēn, Jaish-e-Mohammed lost their operational chiefs\n\nMilitants - 90% of the militants killed were locals - 85% of them from South Kashmir - Hizb-ul-mujahideēn (54) - Lashkar-e-Taiba (18) - Jaish-e-Mohammed (17) - Ansar Ghazwat-ul-Hind (14) - The Resistance Front (7) - Islamic State (7) - Not Ascertained (4)\n\nIndian Forces/ J&K Police - 67% were killed in combat related incidents, 29 in non-combat related incidents including 12 suicides - Indian Army (56) - CRPF (17) - J&K Police (7) - BSF (3) - CISF (2) - SSB (1)\n\nCivilians - 11 killed by militants (target killing) - 9 killed in CFVs at LoC - 7 killed in cross-firing/ collateral - 2 in accidental explosions  - 2 protestor shot dead near gunfight site (joint ops) - 1 found dead with violence marks\n\nCounterinsurgency Ops - 210 ops launched (17% ⬆️ against 2019), resulting in 50 gunfights, killing of 124 militants, arrest of 136 OGWs, 24 militants, busting of 17 hideouts - ~80% search ops conducted in south - 80% of militants were killed in COVID-19 lockdown/ restrictions\n\nArrests (Militants/ OGWs only) - 24 armed militants, 136 armed/ unarmed over-ground-workers arrested - Among the 136 over-ground-workers arrested, 59 were from North Kashmir, 43 from Central Kashmir, 27 from South Kashmir and 7 from Jammu region, most of them from LeT\n\nAttacks by Militants: - Militants carried out at least 30 grenade, 15 gun attacks on Indian security forces and civilians, resulting in killing of 18 security personnel, 11 civilians - 4 IEDs planted by militants in north and south Kashmir districts were defused/ destroyed"
172,17.07.2020 20:39:49,Elitepredators,,,[Photo]
173,17.07.2020 20:39:49,Elitepredators,,,[Photo]
174,17.07.2020 20:39:49,Elitepredators,,,[Photo]
175,17.07.2020 20:39:49,Elitepredators,,,[Photo]
176,18.07.2020 11:14:33,Elitepredators,,,[Video file]
177,19.07.2020 20:12:32,Elitepredators,,,[Video file]
178,22.07.2020 12:45:01,Elitepredators,,,[Photo]
179,26.07.2020 20:25:51,Elitepredators,Sabru Foxtrot,,[Photo]
180,26.07.2020 20:25:51,Elitepredators,Sabru Foxtrot,,"Saluting the unsung heroes of  Vikas Battalion of SFF. They were the ones in Kargil guiding M2K for LGB strikes using laser designator on enemy positions (Khalubar) in Tiger Hill during the Kargil War. For more info visit ""Leh's Hall of Fame"""
181,26.07.2020 20:26:30,Elitepredators,,,[Video file]
182,29.07.2020 16:26:29,Elitepredators,,,Indian Right Wingers sarcastically triggering the left 🤣
183,29.07.2020 16:26:29,Elitepredators,Sabru Foxtrot,,#CancelRafale Trending in Twitter
184,31.07.2020 07:39:24,Elitepredators,,,[Photo]
185,03.08.2020 11:18:38,Elitepredators,,,"Just another incident showing how coward these terrorists are when they can't face us the try to attack behind the back.\n\n""THE OFF DUTY SOLDIER WAS ABDUCTED BY TERRORISTS AND HIS CAR WAS SET ABLAZE LAST NIGHT"""
186,04.08.2020 17:55:15,Elitepredators,,,[Photo]
187,05.08.2020 20:03:04,Elitepredators,,,"This is fantasy they have, the actual one is way smaller. They know their aukat 😂"
188,06.08.2020 23:48:40,Elitepredators,,,According to russian intelligence or rather russian sources. Chinese are planning to initiate a massive massive evacuation from wuhan and other big southern cities within next 48 hours as Dam has deformed too much. Any seismic activity.
189,06.08.2020 23:48:49,Elitepredators,,,Even the slightest or anything goes can destroy the DAM.130 cities people! 130 cities !! That's near 100 million people\nPharma will see big losses. Strengthen the burmese border asap! migrants can arrive anytime! I am afraid.
190,07.08.2020 20:27:00,Elitepredators,,,[Photo]
191,07.08.2020 21:30:38,Elitepredators,,,[Video file]
192,07.08.2020 21:30:41,Elitepredators,,,"Terrorist camp destroyed by Indian Army in Leepa Valley through SHELLING, nobody crossed maybe 😂"
193,07.08.2020 21:42:03,Elitepredators,,,[Photo]
194,07.08.2020 21:42:32,Elitepredators,,,As well as sword of honour winner
196,09.08.2020 20:43:48,Elitepredators,,,Ye apma official aa gya hai.. thoda pyaar de mitron - https://www.youtube.com/channel/UC9FUmGRv0LL58RppMFEsv3w
197,10.08.2020 00:11:46,Elitepredators,,,"Today Beirut governor announced death toll is now 220 with more than 7,000 injured, 110 missing and a total of 80,000 houses damaged.\n\n\nThis can't happen just because of normal explosion in a warehouse."
198,12.08.2020 11:01:09,Elitepredators,,,[Photo]
199,12.08.2020 16:51:38,Elitepredators,,,[Photo]
200,14.08.2020 11:50:18,Elitepredators,,,Occupied Balochistan Geshkor Attack on Pakistani army dozen military personnel killed.
201,14.08.2020 23:43:01,Elitepredators,,,[Photo]
202,19.08.2020 10:32:58,Elitepredators,,,04 Terrorist arrested in Shopian . \n\n4 Grenades and 100+ Rounds of AK-47 recovered .
203,21.08.2020 15:52:02,Elitepredators,,,[Photo]
204,22.08.2020 11:48:12,Elitepredators,,,[Photo]
205,22.08.2020 11:48:31,Elitepredators,,,Encounter in Kreeri Baramulla also going on.
206,22.08.2020 12:53:57,Elitepredators,,,[Photo]
207,22.08.2020 13:53:57,Elitepredators,,,[Video file]
208,22.08.2020 13:55:59,Elitepredators,,,[Video file]
209,28.08.2020 19:54:01,Elitepredators,,,[Photo]
210,31.08.2020 13:52:11,Elitepredators,,,[Photo]
211,02.09.2020 09:42:27,Elitepredators,,,8 terrorists have surrendered in kashmir today morning.\n\nLooks like they have seen what have we done to chinese
212,04.09.2020 09:23:12,Elitepredators,,,[Photo]
214,05.09.2020 08:52:36,Elitepredators,,,"Happy teacher's day to all the Hero's of this nation who taught us the true meaning of supreme sacrifice, Love and for their selfless service towards the nation for our better future.\n\nJai Hind🇮🇳"
215,05.09.2020 22:56:06,Elitepredators,,,Recovered from Kupwara
216,05.09.2020 22:57:58,Elitepredators,,,[Photo]
217,06.09.2020 22:49:44,Elitepredators,,,[Photo]
218,08.09.2020 17:55:22,Elitepredators,,,[Photo]
219,08.09.2020 17:55:22,Elitepredators,,,[Photo]
220,08.09.2020 17:55:24,Elitepredators,,,Chinese milita @sabrufoxtrot
221,11.09.2020 17:54:26,Elitepredators,,,[Video file]
222,12.09.2020 20:36:09,Elitepredators,,,[Photo]
223,15.09.2020 10:16:47,Elitepredators,,,[Photo]
224,17.09.2020 10:35:08,Elitepredators,,,The 3 killed today
225,17.09.2020 10:35:10,Elitepredators,,,[Photo]
226,17.09.2020 10:37:36,Elitepredators,,,[Video file]
227,17.09.2020 12:44:14,Elitepredators,,,[Video file]
228,17.09.2020 12:44:14,Elitepredators,,,[Photo]
229,17.09.2020 12:44:14,Elitepredators,,,[Photo]
230,17.09.2020 12:44:14,Elitepredators,,,[Photo]
231,17.09.2020 12:44:14,Elitepredators,,,[Video file]
232,17.09.2020 12:44:14,Elitepredators,,,[Video file]
233,28.09.2020 00:05:35,Elitepredators,,,Azerbaijan declare war on Armenia 👀 2020 it is !!
234,28.09.2020 00:35:28,Elitepredators,,,[Photo]
235,28.09.2020 00:35:28,Elitepredators,,,[Photo]
236,28.09.2020 00:35:28,Elitepredators,,,[Photo]
237,28.09.2020 00:35:29,Elitepredators,,,Azerbaijan Armoured vehicles getting destroyed by Armenians
238,28.09.2020 00:35:39,Elitepredators,,,200 Azerbaijan soldiers killed so far
239,28.09.2020 00:41:23,Elitepredators,,,[Photo]
240,28.09.2020 22:14:11,Elitepredators,,,[Video file]
241,29.09.2020 11:51:25,Elitepredators,,,[Photo]
242,29.09.2020 11:51:25,Elitepredators,,,[Photo]
243,29.09.2020 21:51:58,Elitepredators,,,[Photo]
244,29.09.2020 21:51:58,Elitepredators,,,[Photo]
245,29.09.2020 21:51:59,Elitepredators,,,[Video file]
246,01.10.2020 21:22:00,Elitepredators,,,[Photo]
247,03.10.2020 22:20:47,Elitepredators,,,[Photo]
248,03.10.2020 22:20:47,Elitepredators,,,[Photo]
249,03.10.2020 22:20:47,Elitepredators,,,[Photo]
250,04.10.2020 09:17:54,Elitepredators,,,[Video file]
251,04.10.2020 17:37:22,Elitepredators,,,[Video file]
252,08.10.2020 19:49:29,Elitepredators,,,[Photo]
253,08.10.2020 19:49:29,Elitepredators,,,[Photo]
254,08.10.2020 19:49:29,Elitepredators,,,[Photo]
255,08.10.2020 19:50:10,Elitepredators,,252,Please spread this as much as you can guys !! Me and Havaldar Pradeep Thapa will be very grateful for any sort of helpful.
256,10.10.2020 16:58:28,Elitepredators,,,[Photo]
257,10.10.2020 16:58:28,Elitepredators,,,[Photo]
258,10.10.2020 16:58:28,Elitepredators,,,[Photo]
259,10.10.2020 16:58:28,Elitepredators,,,[Photo]
260,11.10.2020 12:57:31,Elitepredators,,,"This year in total 189 tangos have been killed so far, hopefully we will make double century this year."
261,14.10.2020 21:54:31,Elitepredators,,,"This guy hacked prominent pakistani ordinance board, POK supreme court and Pakistan Air force recruitment website...."
262,14.10.2020 21:54:31,Elitepredators,PKG,,https://twitter.com/Intel_Squad/status/1316295039346241539?s=19
263,14.10.2020 21:58:16,Elitepredators,,,We have killed 4 SSG (Pak Special Force) today with unknown number of mujahideens today
264,14.10.2020 21:58:32,Elitepredators,,,We also killed 2 terrorist in Shopian
265,14.10.2020 22:04:01,Elitepredators,,,Captain Cheema of SSG was killed today
266,14.10.2020 22:05:43,Elitepredators,,,[Photo]
267,14.10.2020 22:07:55,Elitepredators,,,The Chinese are facing alot of casualties due to weather on LAC..
268,15.10.2020 01:29:36,Elitepredators,,264,[Photo]
269,15.10.2020 01:29:36,Elitepredators,,264,[Photo]
270,15.10.2020 16:01:11,Elitepredators,,,Kabhi socha tha ye bhi dekhne ko milega?
271,15.10.2020 16:01:11,Elitepredators,Sabru Foxtrot,,[Photo]
272,15.10.2020 23:24:24,Elitepredators,,,[Photo]
273,15.10.2020 23:24:24,Elitepredators,,,[Photo]
274,15.10.2020 23:24:24,Elitepredators,,,[Photo]
275,15.10.2020 23:24:24,Elitepredators,,,[Photo]
276,15.10.2020 23:24:24,Elitepredators,,,[Photo]
277,15.10.2020 23:24:30,Elitepredators,,,[Photo]
278,19.10.2020 14:02:58,Elitepredators,,,BIG : A Chinese soilder apprehended by security forces in Chumar-Demchok area of Ladakh. \n\nIndia following Protocol
279,20.10.2020 09:28:14,Elitepredators,,,The Chinese soldier detained yesterday is said to be a spy. More details coming in.
280,20.10.2020 13:55:32,Elitepredators,,,2 tango down in Shopian
281,20.10.2020 14:31:48,Elitepredators,,,2 tango down in Pulwama
282,20.10.2020 18:46:48,Elitepredators,,,3rd Tango down in Pulwama
283,20.10.2020 18:46:53,Elitepredators,,,Total 5 today
284,20.10.2020 18:48:56,Elitepredators,,,[Video file]
285,20.10.2020 18:50:14,Elitepredators,,,[Photo]
286,20.10.2020 18:50:32,Elitepredators,,,There was a blast in Karachi just before PM modi starting his speech
